Age,Mu,Sigma,Lambda,Sex
5.59,16.26738108,0.084546335,2.088818118,Male
5.6,16.26636049,0.084525842,2.089499762,Male
5.61,16.26539175,0.084505399,2.090174226,Male
5.62,16.26447515,0.084485007,2.090841513,Male
5.63,16.26361082,0.084464665,2.091501624,Male
5.64,16.26279888,0.084444374,2.092154563,Male
5.65,16.26203982,0.084424132,2.092800329,Male
5.66,16.26133404,0.08440394,2.093438923,Male
5.67,16.26068206,0.084383798,2.094070346,Male
5.68,16.26008436,0.084363705,2.0946946,Male
5.69,16.25954115,0.084343662,2.095311691,Male
5.7,16.2590526,0.084323667,2.095921628,Male
5.71,16.25861901,0.084303721,2.09652442,Male
5.72,16.25824044,0.084283823,2.097120078,Male
5.73,16.25791682,0.084263974,2.097708613,Male
5.74,16.25764795,0.084244173,2.098290034,Male
5.75,16.2574333,0.08422442,2.098864353,Male
5.76,16.25727223,0.084204714,2.099431579,Male
5.77,16.25716402,0.084185056,2.099991724,Male
5.78,16.25710782,0.084165446,2.100544798,Male
5.79,16.25710252,0.084145882,2.101090812,Male
5.8,16.25714693,0.084126366,2.10162978,Male
5.81,16.25723987,0.084106896,2.102161714,Male
5.82,16.25738024,0.084087473,2.102686625,Male
5.83,16.25756714,0.084068096,2.103204528,Male
5.84,16.25779974,0.084048766,2.103715433,Male
5.85,16.25807715,0.084029481,2.104219355,Male
5.86,16.25839836,0.084010243,2.104716305,Male
5.87,16.25876225,0.08399105,2.105206296,Male
5.88,16.25916773,0.083971902,2.10568934,Male
5.89,16.25961374,0.083952799,2.106165449,Male
5.9,16.26009935,0.083933742,2.106634637,Male
5.91,16.26062361,0.083914729,2.107096915,Male
5.92,16.26118606,0.083895761,2.107552296,Male
5.93,16.2617863,0.083876838,2.108000791,Male
5.94,16.26242366,0.083857959,2.108442412,Male
5.95,16.26309726,0.083839123,2.108877169,Male
5.96,16.26380596,0.083820332,2.109305071,Male
5.97,16.26454859,0.083801585,2.109726128,Male
5.98,16.26532396,0.08378288,2.110140351,Male
5.99,16.26613089,0.08376422,2.110547747,Male
6,16.26696843,0.083745602,2.110948329,Male
6.01,16.26783611,0.083727027,2.111342108,Male
6.02,16.26873315,0.083708496,2.111729107,Male
6.03,16.2696584,0.083690006,2.112109347,Male
6.04,16.27061069,0.083671559,2.112482853,Male
6.05,16.27158881,0.083653155,2.112849652,Male
6.06,16.27259133,0.083634793,2.113209777,Male
6.07,16.27361672,0.083616472,2.113563263,Male
6.08,16.27466369,0.083598193,2.113910145,Male
6.09,16.27573095,0.083579956,2.114250458,Male
6.1,16.27681721,0.083561761,2.114584235,Male
6.11,16.27792128,0.083543606,2.114911511,Male
6.12,16.27904227,0.083525493,2.11523232,Male
6.13,16.28017948,0.083507421,2.115546699,Male
6.14,16.2813324,0.08348939,2.115854683,Male
6.15,16.28250079,0.083471399,2.116156311,Male
6.16,16.28368476,0.083453449,2.11645162,Male
6.17,16.28488444,0.083435539,2.116740648,Male
6.18,16.28609993,0.083417669,2.117023434,Male
6.19,16.28733136,0.083399839,2.117300015,Male
6.2,16.28857897,0.083382049,2.117570429,Male
6.21,16.28984312,0.083364299,2.117834714,Male
6.22,16.29112431,0.083346588,2.118092909,Male
6.23,16.29242307,0.083328916,2.118345051,Male
6.24,16.2937398,0.083311283,2.118591178,Male
6.25,16.29507486,0.08329369,2.118831328,Male
6.26,16.29642861,0.083276135,2.119065536,Male
6.27,16.29780154,0.083258618,2.119293837,Male
6.28,16.29919419,0.08324114,2.119516266,Male
6.29,16.30060716,0.083223701,2.119732856,Male
6.3,16.30204105,0.083206299,2.119943642,Male
6.31,16.30349643,0.083188935,2.120148659,Male
6.32,16.30497382,0.083171609,2.120347936,Male
6.33,16.30647443,0.08315432,2.120541494,Male
6.34,16.3079995,0.083137068,2.120729349,Male
6.35,16.30955004,0.083119854,2.120911518,Male
6.36,16.31112688,0.083102677,2.121088017,Male
6.37,16.31273061,0.083085537,2.121258863,Male
6.38,16.31436162,0.083068433,2.121424071,Male
6.39,16.31602045,0.083051366,2.121583658,Male
6.4,16.31770809,0.083034336,2.121737632,Male
6.41,16.31942565,0.083017342,2.121886001,Male
6.42,16.32117423,0.083000384,2.122028773,Male
6.43,16.32295492,0.082983462,2.122165956,Male
6.44,16.32476889,0.082966576,2.122297557,Male
6.45,16.32661709,0.082949725,2.122423584,Male
6.46,16.32850001,0.08293291,2.12254405,Male
6.47,16.33041813,0.082916131,2.122658964,Male
6.48,16.33237216,0.082899387,2.12276834,Male
6.49,16.33436278,0.082882678,2.122872188,Male
6.5,16.33639044,0.082866005,2.122970524,Male
6.51,16.3384555,0.082849366,2.123063364,Male
6.52,16.34055811,0.082832762,2.123150725,Male
6.53,16.34269808,0.082816193,2.123232622,Male
6.54,16.34487503,0.082799658,2.123309068,Male
6.55,16.34708819,0.082783157,2.123380081,Male
6.56,16.34933651,0.082766691,2.123445677,Male
6.57,16.35161885,0.08275026,2.123505872,Male
6.58,16.35393386,0.082733862,2.123560683,Male
6.59,16.35627984,0.082717498,2.123610127,Male
6.6,16.35865507,0.082701168,2.12365422,Male
6.61,16.36105788,0.082684871,2.123692979,Male
6.62,16.36348654,0.082668608,2.123726422,Male
6.63,16.3659393,0.082652379,2.123754564,Male
6.64,16.36841442,0.082636183,2.123777422,Male
6.65,16.37091012,0.08262002,2.123795013,Male
6.66,16.37342464,0.08260389,2.123807354,Male
6.67,16.37595604,0.082587793,2.123814461,Male
6.68,16.37850219,0.082571728,2.123816353,Male
6.69,16.38106068,0.082555697,2.123813046,Male
6.7,16.38362882,0.082539698,2.123804565,Male
6.71,16.38620397,0.082523731,2.123790938,Male
6.72,16.38878359,0.082507797,2.123772189,Male
6.73,16.39136525,0.082491896,2.123748348,Male
6.74,16.39394648,0.082476026,2.123719441,Male
6.75,16.39652499,0.082460188,2.123685494,Male
6.76,16.39909863,0.082444382,2.123646534,Male
6.77,16.4016655,0.082428609,2.123602586,Male
6.78,16.4042238,0.082412866,2.123553677,Male
6.79,16.40677184,0.082397156,2.123499831,Male
6.8,16.4093083,0.082381476,2.123441074,Male
6.81,16.411832,0.082365829,2.123377434,Male
6.82,16.41434175,0.082350212,2.123308935,Male
6.83,16.41683628,0.082334627,2.123235604,Male
6.84,16.41931455,0.082319073,2.123157465,Male
6.85,16.42177569,0.082303549,2.123074535,Male
6.86,16.4242197,0.082288057,2.122986811,Male
6.87,16.42664695,0.082272595,2.122894287,Male
6.88,16.42905768,0.082257164,2.122796954,Male
6.89,16.43145203,0.082241764,2.122694806,Male
6.9,16.4338301,0.082226394,2.122587834,Male
6.91,16.43619181,0.082211055,2.122476029,Male
6.92,16.43853712,0.082195746,2.122359383,Male
6.93,16.44086608,0.082180467,2.122237887,Male
6.94,16.44317872,0.082165218,2.122111531,Male
6.95,16.44547471,0.08215,2.121980308,Male
6.96,16.44775365,0.082134812,2.12184421,Male
6.97,16.45001523,0.082119654,2.121703229,Male
6.98,16.45225914,0.082104525,2.121557354,Male
6.99,16.45448485,0.082089427,2.121406577,Male
7,16.4566916,0.082074358,2.121250892,Male
7.01,16.45887869,0.082059319,2.121090295,Male
7.02,16.4610453,0.08204431,2.12092478,Male
7.03,16.46319044,0.08202933,2.120754348,Male
7.04,16.4653132,0.08201438,2.120578996,Male
7.05,16.46741277,0.081999459,2.120398723,Male
7.06,16.4694884,0.081984567,2.120213529,Male
7.07,16.47153955,0.081969705,2.120023412,Male
7.08,16.473566,0.081954872,2.119828372,Male
7.09,16.47556759,0.081940069,2.119628404,Male
7.1,16.47754411,0.081925294,2.119423508,Male
7.11,16.47949512,0.081910548,2.119213679,Male
7.12,16.48142005,0.081895832,2.118998912,Male
7.13,16.48331865,0.081881144,2.118779206,Male
7.14,16.48519099,0.081866485,2.118554556,Male
7.15,16.48703751,0.081851855,2.118324959,Male
7.16,16.48885891,0.081837254,2.11809041,Male
7.17,16.49065605,0.081822681,2.117850904,Male
7.18,16.49242955,0.081808137,2.11760644,Male
7.19,16.49417971,0.081793621,2.117357018,Male
7.2,16.49590687,0.081779134,2.117102639,Male
7.21,16.49761139,0.081764675,2.116843304,Male
7.22,16.49929372,0.081750245,2.116579015,Male
7.23,16.50095455,0.081735843,2.116309773,Male
7.24,16.50259476,0.081721469,2.116035583,Male
7.25,16.50421526,0.081707123,2.115756444,Male
7.26,16.50581701,0.081692805,2.115472361,Male
7.27,16.50740091,0.081678516,2.115183337,Male
7.28,16.50896791,0.081664254,2.114889371,Male
7.29,16.51051896,0.08165002,2.114590467,Male
7.3,16.5120549,0.081635814,2.114286627,Male
7.31,16.51357658,0.081621636,2.11397785,Male
7.32,16.51508477,0.081607485,2.113664141,Male
7.33,16.51658009,0.081593362,2.113345501,Male
7.34,16.51806311,0.081579267,2.113021936,Male
7.35,16.51953451,0.081565199,2.112693448,Male
7.36,16.5209949,0.081551159,2.112360041,Male
7.37,16.52244483,0.081537145,2.11202172,Male
7.38,16.52388486,0.08152316,2.111678487,Male
7.39,16.52531532,0.081509201,2.111330351,Male
7.4,16.52673643,0.08149527,2.110977319,Male
7.41,16.52814841,0.081481365,2.110619398,Male
7.42,16.52955149,0.081467488,2.110256596,Male
7.43,16.53094574,0.081453637,2.109888922,Male
7.44,16.53233124,0.081439814,2.109516384,Male
7.45,16.53370837,0.081426017,2.109138983,Male
7.46,16.53507762,0.081412247,2.108756723,Male
7.47,16.5364393,0.081398504,2.108369605,Male
7.48,16.53779374,0.081384787,2.107977632,Male
7.49,16.53914119,0.081371097,2.107580804,Male
7.5,16.54048183,0.081357434,2.107179124,Male
7.51,16.54181587,0.081343796,2.106772592,Male
7.52,16.54314361,0.081330186,2.106361211,Male
7.53,16.54446538,0.081316601,2.105944983,Male
7.54,16.54578152,0.081303043,2.10552391,Male
7.55,16.54709241,0.08128951,2.105097996,Male
7.56,16.54839849,0.081276004,2.104667241,Male
7.57,16.54970032,0.081262524,2.104231644,Male
7.58,16.55099824,0.081249069,2.103791206,Male
7.59,16.55229248,0.081235641,2.103345925,Male
7.6,16.55358323,0.081222238,2.1028958,Male
7.61,16.55487058,0.081208861,2.102440833,Male
7.62,16.5561547,0.081195509,2.101981025,Male
7.63,16.5574355,0.081182183,2.101516379,Male
7.64,16.55871291,0.081168883,2.101046894,Male
7.65,16.55998715,0.081155607,2.100572574,Male
7.66,16.56125883,0.081142357,2.100093418,Male
7.67,16.56252864,0.081129133,2.099609431,Male
7.68,16.56379732,0.081115933,2.099120614,Male
7.69,16.56506544,0.081102758,2.098626978,Male
7.7,16.56633364,0.081089609,2.098128535,Male
7.71,16.56760248,0.081076484,2.097625296,Male
7.72,16.56887256,0.081063384,2.097117271,Male
7.73,16.57014442,0.081050309,2.096604474,Male
7.74,16.57141851,0.081037259,2.096086918,Male
7.75,16.5726952,0.081024234,2.095564613,Male
7.76,16.57397476,0.081011233,2.095037573,Male
7.77,16.5752574,0.080998256,2.094505809,Male
7.78,16.57654315,0.080985304,2.093969339,Male
7.79,16.57783198,0.080972377,2.09342818,Male
7.8,16.57912377,0.080959473,2.092882348,Male
7.81,16.58041834,0.080946594,2.09233186,Male
7.82,16.58171553,0.08093374,2.091776733,Male
7.83,16.58301516,0.080920909,2.091216982,Male
7.84,16.58431703,0.080908102,2.090652625,Male
7.85,16.58562095,0.08089532,2.090083677,Male
7.86,16.58692675,0.080882561,2.089510155,Male
7.87,16.58823414,0.080869827,2.088932074,Male
7.88,16.5895429,0.080857116,2.08834945,Male
7.89,16.59085301,0.080844429,2.087762299,Male
7.9,16.59216446,0.080831765,2.087170637,Male
7.91,16.59347725,0.080819126,2.08657448,Male
7.92,16.59479133,0.080806509,2.085973845,Male
7.93,16.59610662,0.080793917,2.085368748,Male
7.94,16.59742292,0.080781347,2.084759206,Male
7.95,16.59873999,0.080768801,2.084145236,Male
7.96,16.60005747,0.080756279,2.083526852,Male
7.97,16.60137492,0.080743779,2.082904065,Male
7.98,16.60269179,0.080731303,2.082276888,Male
7.99,16.60400752,0.080718849,2.081645333,Male
8,16.60532147,0.080706419,2.081009413,Male
8.01,16.60663296,0.080694012,2.080369141,Male
8.02,16.60794139,0.080681627,2.079724528,Male
8.03,16.60924611,0.080669266,2.079075588,Male
8.04,16.61054649,0.080656927,2.078422334,Male
8.05,16.61184194,0.080644611,2.077764781,Male
8.06,16.61313188,0.080632317,2.077102943,Male
8.07,16.61441573,0.080620046,2.076436834,Male
8.08,16.61569296,0.080607798,2.075766469,Male
8.09,16.61696319,0.080595572,2.07509186,Male
8.1,16.61822604,0.080583368,2.074413021,Male
8.11,16.61948112,0.080571187,2.073729967,Male
8.12,16.62072807,0.080559027,2.073042709,Male
8.13,16.62196686,0.08054689,2.072351261,Male
8.14,16.62319742,0.080534775,2.071655635,Male
8.15,16.62441977,0.080522682,2.070955844,Male
8.16,16.62563406,0.080510611,2.070251902,Male
8.17,16.6268407,0.080498562,2.06954382,Male
8.18,16.62804026,0.080486534,2.068831614,Male
8.19,16.62923367,0.080474529,2.068115295,Male
8.2,16.6304221,0.080462544,2.067394875,Male
8.21,16.63160688,0.080450582,2.066670368,Male
8.22,16.63278935,0.080438641,2.065941784,Male
8.23,16.63397087,0.080426722,2.065209139,Male
8.24,16.63515259,0.080414823,2.064472442,Male
8.25,16.63633541,0.080402947,2.063731706,Male
8.26,16.63752002,0.080391091,2.062986942,Male
8.27,16.63870687,0.080379257,2.062238171,Male
8.28,16.63989636,0.080367444,2.061485411,Male
8.29,16.64108876,0.080355652,2.060728684,Male
8.3,16.64228425,0.080343881,2.05996801,Male
8.31,16.64348299,0.080332131,2.059203407,Male
8.32,16.64468505,0.080320401,2.058434896,Male
8.33,16.6458906,0.080308693,2.057662496,Male
8.34,16.64709988,0.080297006,2.056886226,Male
8.35,16.64831321,0.080285339,2.056106107,Male
8.36,16.64953111,0.080273693,2.055322158,Male
8.37,16.65075423,0.080262067,2.054534398,Male
8.38,16.6519833,0.080250462,2.053742847,Male
8.39,16.65321953,0.080238877,2.052947516,Male
8.4,16.65446439,0.080227313,2.052148416,Male
8.41,16.6557194,0.08021577,2.051345558,Male
8.42,16.65698605,0.080204246,2.050538955,Male
8.43,16.65826573,0.080192743,2.049728617,Male
8.44,16.65955985,0.080181261,2.048914554,Male
8.45,16.66086984,0.080169798,2.048096778,Male
8.46,16.6621973,0.080158355,2.047275297,Male
8.47,16.66354382,0.080146933,2.046450119,Male
8.48,16.66491094,0.080135531,2.045621254,Male
8.49,16.66630017,0.080124148,2.044788708,Male
8.5,16.66771308,0.080112786,2.043952492,Male
8.51,16.66915122,0.080101443,2.043112612,Male
8.52,16.67061607,0.080090121,2.042269079,Male
8.53,16.67210912,0.080078818,2.041421898,Male
8.54,16.6736318,0.080067535,2.04057108,Male
8.55,16.67518553,0.080056271,2.039716633,Male
8.56,16.67677169,0.080045027,2.038858563,Male
8.57,16.67839159,0.080033803,2.03799688,Male
8.58,16.68004634,0.080022598,2.037131591,Male
8.59,16.68173686,0.080011412,2.036262704,Male
8.6,16.68346393,0.080000246,2.035390233,Male
8.61,16.68522815,0.0799891,2.03451419,Male
8.62,16.68703003,0.079977972,2.033634586,Male
8.63,16.68887004,0.079966864,2.032751434,Male
8.64,16.69074865,0.079955775,2.031864745,Male
8.65,16.69266628,0.079944705,2.030974531,Male
8.66,16.69462321,0.079933655,2.030080803,Male
8.67,16.69661971,0.079922623,2.029183572,Male
8.68,16.69865602,0.07991161,2.028282849,Male
8.69,16.70073221,0.079900617,2.027378647,Male
8.7,16.70284826,0.079889642,2.026470977,Male
8.71,16.7050041,0.079878686,2.025559851,Male
8.72,16.70719972,0.079867748,2.024645281,Male
8.73,16.70943519,0.07985683,2.023727279,Male
8.74,16.71171059,0.07984593,2.022805857,Male
8.75,16.71402591,0.079835049,2.021881025,Male
8.76,16.71638103,0.079824186,2.020952795,Male
8.77,16.71877586,0.079813342,2.020021178,Male
8.78,16.72121024,0.079802517,2.019086185,Male
8.79,16.72368399,0.07979171,2.018147827,Male
8.8,16.72619692,0.079780921,2.017206114,Male
8.81,16.72874883,0.079770151,2.016261057,Male
8.82,16.73133952,0.079759398,2.015312667,Male
8.83,16.73396869,0.079748665,2.014360954,Male
8.84,16.73663616,0.079737949,2.013405929,Male
8.85,16.73934183,0.079727251,2.012447601,Male
8.86,16.74208576,0.079716572,2.011485983,Male
8.87,16.74486795,0.07970591,2.010521083,Male
8.88,16.74768838,0.079695266,2.009552912,Male
8.89,16.75054688,0.079684641,2.008581481,Male
8.9,16.75344322,0.079674033,2.007606802,Male
8.91,16.75637717,0.079663443,2.006628889,Male
8.92,16.75934859,0.07965287,2.005647752,Male
8.93,16.76235732,0.079642316,2.004663405,Male
8.94,16.76540305,0.079631779,2.003675864,Male
8.95,16.76848541,0.079621259,2.002685142,Male
8.96,16.77160408,0.079610757,2.001691259,Male
8.97,16.7747588,0.079600273,2.000694232,Male
8.98,16.77794925,0.079589806,1.999694078,Male
8.99,16.78117498,0.079579356,1.998690813,Male
9,16.78443551,0.079568924,1.997684456,Male
9.01,16.78773029,0.079558509,1.996675024,Male
9.02,16.79105873,0.079548112,1.995662533,Male
9.03,16.79442021,0.079537732,1.994647,Male
9.04,16.7978141,0.079527369,1.993628442,Male
9.05,16.80123979,0.079517023,1.992606876,Male
9.06,16.80469666,0.079506694,1.991582317,Male
9.07,16.808184,0.079496382,1.990554783,Male
9.08,16.81170088,0.079486087,1.989524289,Male
9.09,16.81524629,0.079475809,1.98849085,Male
9.1,16.81881913,0.079465548,1.987454481,Male
9.11,16.8224184,0.079455304,1.986415198,Male
9.12,16.82604321,0.079445077,1.985373013,Male
9.13,16.82969267,0.079434866,1.984327942,Male
9.14,16.83336584,0.079424672,1.983279997,Male
9.15,16.83706174,0.079414494,1.982229194,Male
9.16,16.84077929,0.079404333,1.981175544,Male
9.17,16.84451743,0.079394189,1.980119062,Male
9.18,16.84827514,0.079384061,1.979059761,Male
9.19,16.85205138,0.079373949,1.977997653,Male
9.2,16.85584511,0.079363854,1.976932752,Male
9.21,16.8596553,0.079353775,1.975865071,Male
9.22,16.86348094,0.079343712,1.974794621,Male
9.23,16.86732103,0.079333666,1.973721417,Male
9.24,16.87117476,0.079323635,1.972645469,Male
9.25,16.8750414,0.079313621,1.971566792,Male
9.26,16.87892038,0.079303623,1.970485397,Male
9.27,16.88281119,0.07929364,1.969401299,Male
9.28,16.88671338,0.079283674,1.968314509,Male
9.29,16.89062651,0.079273723,1.967225043,Male
9.3,16.89455012,0.079263788,1.966132911,Male
9.31,16.89848371,0.079253869,1.965038128,Male
9.32,16.90242677,0.079243965,1.963940705,Male
9.33,16.9063788,0.079234077,1.962840657,Male
9.34,16.9103393,0.079224205,1.961737995,Male
9.35,16.91430778,0.079214348,1.960632733,Male
9.36,16.91828373,0.079204507,1.959524883,Male
9.37,16.92226667,0.079194681,1.958414457,Male
9.38,16.92625609,0.07918487,1.957301469,Male
9.39,16.93025145,0.079175075,1.95618593,Male
9.4,16.9342522,0.079165295,1.955067852,Male
9.41,16.93825771,0.07915553,1.953947249,Male
9.42,16.9422674,0.07914578,1.952824131,Male
9.43,16.94628079,0.079136045,1.951698511,Male
9.44,16.95029742,0.079126325,1.950570401,Male
9.45,16.95431683,0.079116621,1.949439815,Male
9.46,16.95833851,0.079106931,1.948306764,Male
9.47,16.96236185,0.079097255,1.94717126,Male
9.48,16.96638631,0.079087595,1.946033317,Male
9.49,16.97041131,0.079077949,1.944892945,Male
9.5,16.97443625,0.079068318,1.943750156,Male
9.51,16.97846048,0.079058701,1.942604963,Male
9.52,16.98248335,0.079049099,1.941457376,Male
9.53,16.98650417,0.079039511,1.94030741,Male
9.54,16.99052203,0.079029938,1.939155078,Male
9.55,16.99453601,0.079020378,1.938000399,Male
9.56,16.99854518,0.079010834,1.936843387,Male
9.57,17.00254867,0.079001303,1.93568406,Male
9.58,17.00654571,0.078991786,1.934522433,Male
9.59,17.01053549,0.078982283,1.933358524,Male
9.6,17.01451724,0.078972794,1.932192347,Male
9.61,17.01849024,0.078963319,1.931023919,Male
9.62,17.02245375,0.078953858,1.929853256,Male
9.63,17.02640704,0.078944411,1.928680374,Male
9.64,17.03034923,0.078934977,1.927505289,Male
9.65,17.03427943,0.078925557,1.926328016,Male
9.66,17.03819673,0.078916151,1.92514857,Male
9.67,17.04210026,0.078906758,1.923966966,Male
9.68,17.04598915,0.078897378,1.92278322,Male
9.69,17.04986257,0.078888012,1.921597347,Male
9.7,17.05371993,0.078878659,1.920409358,Male
9.71,17.05756075,0.078869319,1.919219267,Male
9.72,17.0613847,0.078859993,1.918027084,Male
9.73,17.06519163,0.078850679,1.916832822,Male
9.74,17.06898159,0.078841379,1.91563649,Male
9.75,17.07275471,0.078832091,1.914438101,Male
9.76,17.07651114,0.078822816,1.913237662,Male
9.77,17.08025107,0.078813555,1.912035186,Male
9.78,17.08397465,0.078804306,1.910830682,Male
9.79,17.08768201,0.078795069,1.90962416,Male
9.8,17.09137319,0.078785846,1.908415629,Male
9.81,17.09504827,0.078776635,1.9072051,Male
9.82,17.0987073,0.078767436,1.905992581,Male
9.83,17.10235035,0.07875825,1.904778083,Male
9.84,17.10597748,0.078749076,1.903561614,Male
9.85,17.10958874,0.078739915,1.902343184,Male
9.86,17.11318421,0.078730765,1.901122803,Male
9.87,17.11676395,0.078721629,1.899900479,Male
